final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://chitimacha.nsopw.gov/,nsopw.gov,chitimacha.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://choctaw.nsopw.gov/,nsopw.gov,choctaw.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://choir.research.va.gov/,va.gov,choir.research.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://choose.va.gov/,va.gov,choose.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://choosework.ssa.gov/,ssa.gov,choosework.ssa.gov,Social Security Administration,SSA/OSOHE/Division of Network Engineering,TRUE
https://chpl.healthit.gov/#/search,healthit.gov,chpl.healthit.gov,Department of Health and Human Services,"Office of the National Coordinator, Office of the Secretary",FALSE
https://chqa.nlm.nih.gov/,nih.gov,chqa.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://chromatic.nci.nih.gov/,nih.gov,chromatic.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://chronicdata.cdc.gov/,cdc.gov,chronicdata.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://chsapps.usgs.gov/,usgs.gov,chsapps.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://chtn.sites.virginia.edu/,virginia.edu,chtn.sites.virginia.edu,Department of Health and Human Services,National Institutes of Health,FALSE
https://chunnel.frb.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,frb.gov,chunnel.frb.gov,Federal Reserve Board of Governors,Federal Reserve Board,FALSE
https://ci.noaa.gov/,noaa.gov,ci.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://ci2i.research.va.gov/,va.gov,ci2i.research.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://cic.gsa.gov/,gsa.gov,cic.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",TRUE
https://cid.doe.gov/Pages/CIDHome.aspx,doe.gov,cid.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://cider.research.va.gov/,va.gov,cider.research.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://ciencia.nasa.gov/,nasa.gov,ciencia.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ciencia.science.gov/,science.gov,ciencia.science.gov,Department of Energy,OSTI,FALSE
https://ciidta.communities.ed.gov/#program,ed.gov,ciidta.communities.ed.gov,Department of Education,Office of Chief Information Officer,TRUE
https://cilab.gsfc.nasa.gov/,nasa.gov,cilab.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://cimstest.cdfifund.gov/,cdfifund.gov,cimstest.cdfifund.gov,Department of the Treasury,CDFI,FALSE
https://cindrr.research.va.gov/,va.gov,cindrr.research.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://cint.lanl.gov/,lanl.gov,cint.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://cint.sandia.gov/,sandia.gov,cint.sandia.gov,Department of Energy,Sandia National Laboratories,FALSE
https://cio.egos.nih.gov/#login,nih.gov,cio.egos.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://circinteractome.irp.nia.nih.gov/,nih.gov,circinteractome.irp.nia.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://circinteractome.nia.nih.gov/,nih.gov,circinteractome.nia.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://circulatingnow.nlm.nih.gov/,nih.gov,circulatingnow.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://cisnet.cancer.gov/,cancer.gov,cisnet.cancer.gov,Department of Health and Human Services,National Cancer Institute,TRUE
https://citdcbmipav.cit.nih.gov/,nih.gov,citdcbmipav.cit.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://citenet.nlrb.gov/Search/classification-search,nlrb.gov,citenet.nlrb.gov,National Labor Relations Board,National Labor Relations Board,FALSE
https://citgo.cdc.gov/vpn/index.html,cdc.gov,citgo.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://citizenshipgrants.uscis.gov/CommunitiesLogin,uscis.gov,citizenshipgrants.uscis.gov,Department of Homeland Security,USCIS,TRUE
https://citrixaccess.va.gov/vpn/index_citrix_splash.html,va.gov,citrixaccess.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://citrixaccesseast.va.gov/logon/LogonPoint/index.html,va.gov,citrixaccesseast.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://citrixaccessnorth.va.gov/logon/LogonPoint/index.html,va.gov,citrixaccessnorth.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://citrixaccesstest.va.gov/vpn/index_citrix_splash.html,va.gov,citrixaccesstest.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://citrixaccesstesttoken.va.gov/vpn/index_token_citrix.html,va.gov,citrixaccesstesttoken.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://citrixaccesstoken.va.gov/vpn/index_token_citrix.html,va.gov,citrixaccesstoken.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://citrixaccesswest.va.gov/logon/LogonPoint/index.html,va.gov,citrixaccesswest.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://citrixalb-rs.netl.doe.gov/vpn/index.html,doe.gov,citrixalb-rs.netl.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://citrixpgh-rs.netl.doe.gov/vpn/index.html,doe.gov,citrixpgh-rs.netl.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://citybes.lbl.gov/,lbl.gov,citybes.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://civet.inl.gov/,inl.gov,civet.inl.gov,Department of Energy,Idaho National Laboratory,FALSE
https://civics.archives.gov/,archives.gov,civics.archives.gov,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://civil.usajobs.gov/Search/Results?j=0810&s=relevance&sd=asc&p=1,usajobs.gov,civil.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://civility.gsfc.nasa.gov/,nasa.gov,civility.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://civilrights.justice.gov/,justice.gov,civilrights.justice.gov,Department of Justice,U.S. Department of Justice,TRUE
https://clamato.lbl.gov/,lbl.gov,clamato.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://clarreo-pathfinder.larc.nasa.gov/,nasa.gov,clarreo-pathfinder.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://class.cancer.gov/,cancer.gov,class.cancer.gov,Department of Health and Human Services,National Cancer Institute,FALSE
https://classic.clinicaltrials.gov/,clinicaltrials.gov,classic.clinicaltrials.gov,Department of Health and Human Services,"National Library of Medicine, NIH",TRUE
https://classification-us-east-1.awsprod.nlm.nih.gov/,nih.gov,classification-us-east-1.awsprod.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://classification.awsprod.nlm.nih.gov/,nih.gov,classification.awsprod.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://classification.nlm.nih.gov/,nih.gov,classification.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://cldp.doc.gov/,doc.gov,cldp.doc.gov,Department of Commerce,Office of the Chief Information Officer,TRUE
https://clean-air.sandia.gov/,sandia.gov,clean-air.sandia.gov,Department of Energy,Sandia National Laboratories,FALSE
https://cleanairnortheast.epa.gov/,epa.gov,cleanairnortheast.epa.gov,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://cleancities.energy.gov/,energy.gov,cleancities.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",TRUE
https://cleanpowerplanmaps.epa.gov/arcgis/rest/services/,epa.gov,cleanpowerplanmaps.epa.gov,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://cleanup.lbl.gov/,lbl.gov,cleanup.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://clear.dol.gov/,dol.gov,clear.dol.gov,Department of Labor,Office of The Chief Information Officer (OCIO),TRUE
https://clearfield.jobcorps.gov/,jobcorps.gov,clearfield.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://clearinghouse.epa.gov/,epa.gov,clearinghouse.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://clearinghouse.fmcsa.dot.gov/,dot.gov,clearinghouse.fmcsa.dot.gov,Department of Transportation,United States Department of Transportation,FALSE
https://clearinghouse.marinedebris.noaa.gov/,noaa.gov,clearinghouse.marinedebris.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://cleveland.tsa.dhs.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,dhs.gov,cleveland.tsa.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://cliff-hq.cpsc.gov/,cpsc.gov,cliff-hq.cpsc.gov,Consumer Product Safety Commission,Consumer Product Safety Commission,FALSE
https://climate-publications.lbl.gov/,lbl.gov,climate-publications.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://climate.nasa.gov/,nasa.gov,climate.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://climate.noaa.gov/,noaa.gov,climate.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://climate.pnnl.gov/,pnnl.gov,climate.pnnl.gov,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://climategovtest.woc.noaa.gov/,noaa.gov,climategovtest.woc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://climatekids.nasa.gov/,nasa.gov,climatekids.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://climatemodeling.science.energy.gov/,energy.gov,climatemodeling.science.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://climatesciences.jpl.nasa.gov/,nasa.gov,climatesciences.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://clinicalcenter.nih.gov/,nih.gov,clinicalcenter.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://clinicalstudies.info.nih.gov/,nih.gov,clinicalstudies.info.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://clinicalsurvey.nichd.nih.gov/ctss/login.html,nih.gov,clinicalsurvey.nichd.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://clinicaltables.nlm.nih.gov/,nih.gov,clinicaltables.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://clinicaltrials.gov/,clinicaltrials.gov,clinicaltrials.gov,Department of Health and Human Services,"National Library of Medicine, NIH",TRUE
https://clinicaltrialsapi-int.cancer.gov/signin,cancer.gov,clinicaltrialsapi-int.cancer.gov,Department of Health and Human Services,National Cancer Institute,TRUE
https://clinicaltrialsapi-prod.cancer.gov/signin,cancer.gov,clinicaltrialsapi-prod.cancer.gov,Department of Health and Human Services,National Cancer Institute,TRUE
https://clinicaltrialsapi-stage.cancer.gov/signin,cancer.gov,clinicaltrialsapi-stage.cancer.gov,Department of Health and Human Services,National Cancer Institute,FALSE
https://clinicaltrialsapi.cancer.gov/signin,cancer.gov,clinicaltrialsapi.cancer.gov,Department of Health and Human Services,National Cancer Institute,TRUE
https://clinicianportal.cc.nih.gov/SCP/Anonymous/Login.aspx?ReturnUrl=%2fSCP,nih.gov,clinicianportal.cc.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://clinomics.ccr.cancer.gov/clinomics/public/login,cancer.gov,clinomics.ccr.cancer.gov,Department of Health and Human Services,National Cancer Institute,FALSE
https://clinregs.niaid.nih.gov/,nih.gov,clinregs.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://clintonwhitehouse3.archives.gov/,archives.gov,clintonwhitehouse3.archives.gov,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://clintonwhitehouse4.archives.gov/,archives.gov,clintonwhitehouse4.archives.gov,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://clintonwhitehouse5.archives.gov/,archives.gov,clintonwhitehouse5.archives.gov,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://clintonwhitehouse6.archives.gov/,archives.gov,clintonwhitehouse6.archives.gov,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://clippers.ecfr.gov/,ecfr.gov,clippers.ecfr.gov,Government Publishing Office,US Government Publishing Office,TRUE
https://cloud-east-mobile.fws.gov/logon/LogonPoint/tmindex.html,fws.gov,cloud-east-mobile.fws.gov,Department of the Interior,U.S. Fish and Wildlife Service,FALSE
https://cloud-object.larc.nasa.gov/,nasa.gov,cloud-object.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://cloud-west-mobile.fws.gov/logon/LogonPoint/tmindex.html,fws.gov,cloud-west-mobile.fws.gov,Department of the Interior,U.S. Fish and Wildlife Service,FALSE
https://cloud.cio.gov/,cio.gov,cloud.cio.gov,General Services Administration,"GSA, CIO.GOV",TRUE
https://cloud.gov/,cloud.gov,cloud.gov,General Services Administration,"GSA, TTS",TRUE
https://cloud.nih.gov/,nih.gov,cloud.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://cloudfront.www.sba.gov/,sba.gov,cloudfront.www.sba.gov,Small Business Administration,U.S. Small Business Administration,TRUE
https://clouds.larc.nasa.gov/,nasa.gov,clouds.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://clouds.pppl.gov/,pppl.gov,clouds.pppl.gov,Department of Energy,Princeton Plasma Physics Lab,FALSE
https://cloudsgate2.larc.nasa.gov/,nasa.gov,cloudsgate2.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://cloudsway2.larc.nasa.gov/,nasa.gov,cloudsway2.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://clubs.larc.nasa.gov/,nasa.gov,clubs.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://cm-jira.usa.gov/login.jsp,usa.gov,cm-jira.usa.gov,General Services Administration,"GSA, TTS",FALSE
https://cm.nos.noaa.gov/,noaa.gov,cm.nos.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://cm.peacecorps.gov/global-protect/login.esp,peacecorps.gov,cm.peacecorps.gov,U.S. Peace Corps,Peace Corps,FALSE
https://cma.ahrq.gov/cma/main.jsp;jsessionid=nR-isxkquanon4pJpsoZrQk4Q5OLAeOOg5iRVcv5F3akHiZP3brr!300406902,ahrq.gov,cma.ahrq.gov,Department of Health and Human Services,Agency for Healthcare Research and Quality,FALSE
https://cmatest.ahrq.gov/cma/main.jsp;jsessionid=7IWisuz4sYUBr5sGuos-c7DB-1-r5Kw0zSJWgD1bAm3ywJM86k-m!284945236,ahrq.gov,cmatest.ahrq.gov,Department of Health and Human Services,Agency for Healthcare Research and Quality,FALSE
https://cmb.ornl.gov/,ornl.gov,cmb.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://cmc3.research.va.gov/,va.gov,cmc3.research.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://cmdpservice.epa.gov/,epa.gov,cmdpservice.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://cmerwebmap.cr.usgs.gov/catalog/,usgs.gov,cmerwebmap.cr.usgs.gov,Department of the Interior,U.S. Geological Survey,TRUE
https://cmgds.marine.usgs.gov/,usgs.gov,cmgds.marine.usgs.gov,Department of the Interior,U.S. Geological Survey,TRUE
https://cmist.noaa.gov/cmist/ssl/login.do,noaa.gov,cmist.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://cmit.cms.gov/cmit/#/,cms.gov,cmit.cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://cmls.gsa.gov/s/?language=en_US,gsa.gov,cmls.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",TRUE
https://cmm.ccr.cancer.gov/,cancer.gov,cmm.ccr.cancer.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://cmn.nimh.nih.gov/,nih.gov,cmn.nimh.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://cmp.dol.gov/suite/,dol.gov,cmp.dol.gov,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://cmppreprod.dol.gov/suite/,dol.gov,cmppreprod.dol.gov,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://cmpstg.dol.gov/suite/,dol.gov,cmpstg.dol.gov,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://cmpstg2.dol.gov/suite/,dol.gov,cmpstg2.dol.gov,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://cmr-dashboard.earthdata.nasa.gov/,nasa.gov,cmr-dashboard.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://cmr.earthdata.nasa.gov/search,nasa.gov,cmr.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://cmr.nci.nih.gov/,nih.gov,cmr.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://cmrsanalytics.archives.gov/analytics/saw.dll?bieehome&startPage=1,archives.gov,cmrsanalytics.archives.gov,National Archives and Records Administration,National Archives and Records Administration,FALSE
https://cms8.fhwa.dot.gov/,dot.gov,cms8.fhwa.dot.gov,Department of Transportation,United States Department of Transportation,TRUE
https://cmsflux.jpl.nasa.gov/,nasa.gov,cmsflux.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://cmsmanager.digitalmedia.hhs.gov/login/auth,hhs.gov,cmsmanager.digitalmedia.hhs.gov,Department of Health and Human Services,Office of the Secretary,FALSE
https://cmsnationaltrainingprogram.cms.gov/,cms.gov,cmsnationaltrainingprogram.cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://cmsportaledc1.cms.gov/vpn/index.html,cms.gov,cmsportaledc1.cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://cmsstage.ferc.gov/,ferc.gov,cmsstage.ferc.gov,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,TRUE
https://cnap.nhlbi.nih.gov/,nih.gov,cnap.nhlbi.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://cneos.jpl.nasa.gov/,nasa.gov,cneos.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://cnls.lanl.gov/External/,lanl.gov,cnls.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://cnmi.nsopw.gov/,nsopw.gov,cnmi.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://cnocvpn-gsfc.nasa.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,nasa.gov,cnocvpn-gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://cnocvpn.nasa.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,nasa.gov,cnocvpn.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://cnrfc.noaa.gov/,noaa.gov,cnrfc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://cnst-training.nist.gov/,nist.gov,cnst-training.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://co-ops.nos.noaa.gov/,noaa.gov,co-ops.nos.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://co.blm.gov/,blm.gov,co.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,FALSE
https://co.peacecorps.gov/global-protect/login.esp,peacecorps.gov,co.peacecorps.gov,U.S. Peace Corps,Peace Corps,FALSE
https://co2-pens.lanl.gov/,lanl.gov,co2-pens.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://co2public.er.usgs.gov/,usgs.gov,co2public.er.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://coast.noaa.gov/,noaa.gov,coast.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://coastalcondition.epa.gov/,epa.gov,coastalcondition.epa.gov,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://coastaloceanmodels.noaa.gov/,noaa.gov,coastaloceanmodels.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://coastalscience.noaa.gov/,noaa.gov,coastalscience.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://coastalsmartgrowth.noaa.gov/,noaa.gov,coastalsmartgrowth.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://coastwatch.chesapeakebay.noaa.gov/,noaa.gov,coastwatch.chesapeakebay.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://coastwatch.glerl.noaa.gov/,noaa.gov,coastwatch.glerl.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://coastwatch.noaa.gov/cwn/index.html,noaa.gov,coastwatch.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://coastwatch.pfeg.noaa.gov/,noaa.gov,coastwatch.pfeg.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://coastwatch.star.nesdis.noaa.gov/cwn/index.html,noaa.gov,coastwatch.star.nesdis.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://cobra.app.cloud.gov/,cloud.gov,cobra.app.cloud.gov,General Services Administration,"GSA, TTS",TRUE
https://cobra.epa.gov/,epa.gov,cobra.epa.gov,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://cocopah.nsopw.gov/,nsopw.gov,cocopah.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://cod.ed.gov/cod/LoginPage,ed.gov,cod.ed.gov,Department of Education,Office of Chief Information Officer,FALSE
https://code.arm.gov/users/sign_in,arm.gov,code.arm.gov,Department of Energy,Battelle Pacific Northwest National Laboratory,FALSE
https://code.gov/,code.gov,code.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",TRUE
https://code.nasa.gov/,nasa.gov,code.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://code.nesdis-hq.noaa.gov/,noaa.gov,code.nesdis-hq.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://code.nsa.gov/,nsa.gov,code.nsa.gov,Department of Defense,NSA,FALSE
https://code.ornl.gov/users/sign_in,ornl.gov,code.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://code200-external.gsfc.nasa.gov/,nasa.gov,code200-external.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://code541.gsfc.nasa.gov/,nasa.gov,code541.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://coderepo.mobilehealth.va.gov/login?nextUrl=%2Fdashboard,va.gov,coderepo.mobilehealth.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://codes.nws.noaa.gov/,noaa.gov,codes.nws.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://coe.gsa.gov/,gsa.gov,coe.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",TRUE
https://coepes.nih.gov/,nih.gov,coepes.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://cogancollection.nei.nih.gov/,nih.gov,cogancollection.nei.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://cognos.aphis.usda.gov/,usda.gov,cognos.aphis.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://cognosuat.aphis.usda.gov/,usda.gov,cognosuat.aphis.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://coins.state.gov/,state.gov,coins.state.gov,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://coldatomlab.jpl.nasa.gov/,nasa.gov,coldatomlab.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://collab-irc-f5.lanl.gov/,lanl.gov,collab-irc-f5.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://collab.lanl.gov/,lanl.gov,collab.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://collaborate2.coast.noaa.gov/_layouts/15/clogin.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,noaa.gov,collaborate2.coast.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://collaborationcqauth1.fda.gov/libs/granite/core/content/login.html?resource=%2F&$$login$$=%24%24login%24%24&j_reason=unknown&j_reason_code=unknown,fda.gov,collaborationcqauth1.fda.gov,Department of Health and Human Services,U. S. Food and Drug Administration,FALSE
https://collbran.jobcorps.gov/,jobcorps.gov,collbran.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://collections.nlm.nih.gov/,nih.gov,collections.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://collections.wip.nlm.nih.gov/,nih.gov,collections.wip.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://collegecost.ed.gov/,ed.gov,collegecost.ed.gov,Department of Education,Office of Chief Information Officer,FALSE
https://collegescorecard.ed.gov/,ed.gov,collegescorecard.ed.gov,Department of Education,Office of Chief Information Officer,TRUE
https://collider-aut.cms.hhs.gov/+CSCOE+/logon.html#form_title_text,hhs.gov,collider-aut.cms.hhs.gov,Department of Health and Human Services,Office of the Secretary,FALSE
https://collider-remote.cms.hhs.gov/+CSCOE+/logon.html#form_title_text,hhs.gov,collider-remote.cms.hhs.gov,Department of Health and Human Services,Office of the Secretary,FALSE
https://colloqsigma.larc.nasa.gov/,nasa.gov,colloqsigma.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://colorado.feb.gov/,feb.gov,colorado.feb.gov,Office of Personnel Management,Federal Executive Board,FALSE
https://colorusage.arc.nasa.gov/,nasa.gov,colorusage.arc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://columbia.nasa.gov/,nasa.gov,columbia.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://colvilletribes.nsopw.gov/,nsopw.gov,colvilletribes.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://comanche.nsopw.gov/,nsopw.gov,comanche.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://combinano.lbl.gov/,lbl.gov,combinano.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
