final_url,target_url_agency_owner,dap_detected_final_url
https://domain3.dcdt30.healthit.gov/,Department of Health and Human Services,FALSE
https://domain3.dcdt31.healthit.gov/,Department of Health and Human Services,FALSE
https://domain4.dcdt30.healthit.gov/,Department of Health and Human Services,FALSE
https://domain4.dcdt31.healthit.gov/,Department of Health and Human Services,FALSE
https://domain5.dcdt30.healthit.gov/,Department of Health and Human Services,FALSE
https://domain5.dcdt31.healthit.gov/,Department of Health and Human Services,FALSE
https://domain6.dcdt30.healthit.gov/,Department of Health and Human Services,FALSE
https://domain6.dcdt31.healthit.gov/,Department of Health and Human Services,FALSE
https://domain7.dcdt30.healthit.gov/,Department of Health and Human Services,FALSE
https://domain7.dcdt31.healthit.gov/,Department of Health and Human Services,FALSE
https://domain8.dcdt30.healthit.gov/,Department of Health and Human Services,FALSE
https://domain8.dcdt31.healthit.gov/,Department of Health and Human Services,FALSE
https://domain9.dcdt30.healthit.gov/,Department of Health and Human Services,FALSE
https://domain9.dcdt31.healthit.gov/,Department of Health and Human Services,FALSE
https://domains.dotgov.gov/dotgov-web/,Department of Homeland Security,TRUE
https://domaxm.treasury.gov/vpn/index.html,Department of the Treasury,FALSE
https://domoxm.treasury.gov/vpn/index.html,Department of the Treasury,FALSE
https://doms.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://don-norfolkshipyard.usajobs.gov/,Office of Personnel Management,TRUE
https://don.usajobs.gov/,Office of Personnel Management,TRUE
https://donaciondeorganos.gov/,Department of Health and Human Services,TRUE
https://donsbachs1.ecfr.gov/,Government Publishing Office,TRUE
https://dora.treasury.gov/logon/LogonPoint/tmindex.html,Department of the Treasury,FALSE
https://doscareers.usajobs.gov/Search/Results?d=ST&p=1,Office of Personnel Management,TRUE
https://dot.usajobs.gov/Search/Results?d=TD&p=1,Office of Personnel Management,TRUE
https://dotcms.fra.dot.gov/,Department of Transportation,TRUE
https://dothqevdi015vg.dot.gov/,Department of Transportation,FALSE
https://dothqevdi016vg.dot.gov/,Department of Transportation,FALSE
https://dothqevdi017vg.dot.gov/,Department of Transportation,FALSE
https://downloads.energystar.gov/,Environmental Protection Agency,FALSE
https://downloads.va.gov/,Department of Veterans Affairs,FALSE
https://downloadt.bls.gov/,Department of Labor,FALSE
https://downsyndrome.nih.gov/,Department of Health and Human Services,TRUE
https://dp.dot.gov/,Department of Transportation,FALSE
https://dpac.defense.gov/,Department of Defense,TRUE
https://dpcld.defense.gov/,Department of Defense,TRUE
https://dpcpsi.nih.gov/,Department of Health and Human Services,TRUE
https://dpt2.samhsa.gov/,Department of Health and Human Services,FALSE
https://dpw.larc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://dq.arm.gov/#/,Department of Energy,FALSE
https://dqwiki.arm.gov/,Department of Energy,FALSE
https://dr-fsacitrixweb.ed.gov/logon/LogonPoint/index.html,Department of Education,FALSE
https://dr.msix.ed.gov/,Department of Education,FALSE
https://dra.gov/,Delta Regional Authority,FALSE
https://drafting.ecfr.gov/,Government Publishing Office,TRUE
https://drdonlincoln.fnal.gov/,Department of Energy,FALSE
https://dre.treasurydirect.gov/,Department of the Treasury,TRUE
https://dredata.nhtsa.gov/login/auth,Department of Transportation,FALSE
https://drgrtraining.hud.gov/,Department of Housing and Urban Development,FALSE
https://drisdellgroup.lbl.gov/,Department of Energy,FALSE
https://drive.hhs.gov/,Department of Health and Human Services,TRUE
https://driveelectric.gov/,Department of Energy,TRUE
https://drivethru.gsa.gov/maintenance.html,General Services Administration,TRUE
https://drnag.edc.usda.gov/dana-na/auth/url_default/welcome.cgi,U.S. Department of Agriculture,FALSE
https://dropbox.usitc.gov/,United States International Trade Commission,FALSE
https://drpseq.cancer.gov/,Department of Health and Human Services,FALSE
https://drupal-prod.ntp.niehs.nih.gov/,Department of Health and Human Services,TRUE
https://drupal.pnnl.gov/,Department of Energy,FALSE
https://drupal.star.bnl.gov/,Department of Energy,FALSE
https://drupal03.pnnl.gov/,Department of Energy,FALSE
https://drymouthgenestudy.nidcr.nih.gov/,Department of Health and Human Services,FALSE
https://ds.nccs.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://ds.wapa.gov/,Department of Energy,FALSE
https://dsbs.sba.gov/search/dsp_dsbs.cfm?CFID=2548815&CFTOKEN=2f2fc107db5d0f60-60631674-ED28-4D28-387A8E2AD12E0B9C,Small Business Administration,TRUE
https://dsconnect.nih.gov/,Department of Health and Human Services,TRUE
https://dsdev.wapa.gov/,Department of Energy,FALSE
https://dse.jpl.nasa.gov/dtw/login,National Aeronautics and Space Administration,FALSE
https://dseis.od.nih.gov/,Department of Health and Human Services,FALSE
https://dsfa.nmfs.noaa.gov/dsfabof/login.html,Department of Commerce,TRUE
https://dsid.usda.nih.gov/,Department of Health and Human Services,FALSE
https://dsrs.api.healthcare.gov/,Department of Health and Human Services,FALSE
https://dss.tucson.ars.ag.gov/,U.S. Department of Agriculture,FALSE
https://dst.jpl.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://dst.lbl.gov/,Department of Energy,FALSE
https://dstest.wapa.gov/,Department of Energy,FALSE
https://dtc.cancer.gov/,Department of Health and Human Services,TRUE
https://dtd.nlm.nih.gov/,Department of Health and Human Services,FALSE
https://dtn2.pnl.gov/,Department of Energy,FALSE
https://dtops.cbp.dhs.gov/main/#%20,Department of Homeland Security,TRUE
https://dtp.cancer.gov/,Department of Health and Human Services,TRUE
https://dts.fsa.usda.gov/,U.S. Department of Agriculture,FALSE
https://dtsservices.ihs.gov/,Department of Health and Human Services,FALSE
https://dtts.ors.od.nih.gov/,Department of Health and Human Services,FALSE
https://dtz.fns.usda.gov/,U.S. Department of Agriculture,FALSE
https://duc.nist.gov/,Department of Commerce,FALSE
https://dune.bnl.gov/wiki/Main_Page,Department of Energy,FALSE
https://durham.hsrd.research.va.gov/,Department of Veterans Affairs,TRUE
https://dus.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://dustran.pnnl.gov/,Department of Energy,FALSE
https://dvpn001g.firstnet.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,Department of Commerce,FALSE
https://dvppartnersportal.cdc.gov/,Department of Health and Human Services,FALSE
https://dvppartnersportalstage.cdc.gov/,Department of Health and Human Services,FALSE
https://dvprogram.state.gov/,Department of State,FALSE
https://dvr.ors.od.nih.gov/,Department of Health and Human Services,FALSE
https://e-appeal.mspb.gov/,Merit Systems Protection Board,FALSE
https://e-bidboard.nih.gov/,Department of Health and Human Services,TRUE
https://e-cigarettes.surgeongeneral.gov/,Department of Health and Human Services,TRUE
https://e-learning.commerce.gov/,Department of Commerce,FALSE
https://e-login-kc.treasury.gov/my.policy,Department of the Treasury,FALSE
https://e-login-sso.treasury.gov/my.policy,Department of the Treasury,FALSE
https://e-login-td-sso.treasury.gov/my.policy,Department of the Treasury,FALSE
https://e-login-td.treasury.gov/my.policy,Department of the Treasury,FALSE
https://e-protocol.od.nih.gov/#/home,Department of Health and Human Services,FALSE
https://e-safe.cbp.dhs.gov/s/login/?ec=302&startURL=%2Fs%2F,Department of Homeland Security,TRUE
https://e-xsmq0hsd.ecfr.gov/,Government Publishing Office,TRUE
https://e.america.gov/login?ReturnUrl=%2F,Department of State,FALSE
https://e.cbp.dhs.gov/ecbp/#/main,Department of Homeland Security,FALSE
https://e4ftl01.cr.usgs.gov/,Department of the Interior,FALSE
https://ea.oit.va.gov/,Department of Veterans Affairs,TRUE
https://eaccess.ntc.doe.gov/,Department of Energy,FALSE
https://eaccounts.pnnl.gov/,Department of Energy,FALSE
https://eagle-i.doe.gov/login,Department of Energy,FALSE
https://eai.nlm.nih.gov/docs/captcha/test.pl?url=,Department of Health and Human Services,TRUE
https://eaim-preprod.faa.gov/,Department of Transportation,FALSE
https://eaim.faa.gov/,Department of Transportation,FALSE
https://eallegations.cbp.gov/s/,Department of Homeland Security,TRUE
https://eamlis.osmre.gov/,Department of the Interior,FALSE
https://eaop.nmfs.noaa.gov/eaop/,Department of Commerce,TRUE
https://eapinterprd.nimh.nih.gov/,Department of Health and Human Services,FALSE
https://eapis.cbp.dhs.gov/eapis/auth,Department of Homeland Security,FALSE
https://earlecclements.jobcorps.gov/,Department of Labor,FALSE
https://earlyeducatorcentral.acf.hhs.gov/,Department of Health and Human Services,FALSE
https://earlywarning.usgs.gov/,Department of the Interior,TRUE
https://earth-highlights.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://earth.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://earth.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://earthexplorer.usgs.gov/,Department of the Interior,TRUE
https://earthnow.usgs.gov/observer/,Department of the Interior,FALSE
https://earthobservatory.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://easauth2.cdc.gov/vpn/tmindex.html,Department of Health and Human Services,FALSE
https://easauth3.cdc.gov/vpn/tmindex.html,Department of Health and Human Services,FALSE
https://easie.communities.ed.gov/,Department of Education,TRUE
https://eastcoast.coastwatch.noaa.gov/,Department of Commerce,TRUE
https://eastvhs.services.nesdis.noaa.gov/logon/LogonPoint/index.html,Department of Commerce,FALSE
https://eauth.va.gov/,Department of Veterans Affairs,FALSE
https://ebccp.cancercontrol.cancer.gov/index.do,Department of Health and Human Services,TRUE
https://ebit.llnl.gov/,Department of Energy,FALSE
https://ebms.nci.nih.gov/login,Department of Health and Human Services,FALSE
https://ebs.pnnl.gov/,Department of Energy,FALSE
https://ec.peacecorps.gov/global-protect/login.esp,U.S. Peace Corps,FALSE
https://ec2-www.globalchange.gov/,United States Global Change Research Program,TRUE
https://eca.state.gov/,Department of State,TRUE
https://ecareplan.ahrq.gov/,Department of Health and Human Services,TRUE
https://ecat.sc.egov.usda.gov/,U.S. Department of Agriculture,FALSE
https://ecb.nih.gov/,Department of Health and Human Services,FALSE
https://ecc-project.sandia.gov/,Department of Energy,TRUE
https://ecc.earthdata.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://ecc.nist.gov/index.php#home,Department of Commerce,TRUE
https://ecc.sit.earthdata.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://ecce.emsl.pnl.gov/,Department of Energy,FALSE
https://ecce.pnl.gov/,Department of Energy,FALSE
https://ecco-group.org/,National Aeronautics and Space Administration,FALSE
https://echo.epa.gov/,Environmental Protection Agency,TRUE
https://echo.jpl.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://eclipse.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://eclipse2017.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://eclkc.ohs.acf.hhs.gov/,Department of Health and Human Services,TRUE
https://ecmrs.acf.hhs.gov/,Department of Health and Human Services,FALSE
https://ecn.sandia.gov/,Department of Energy,FALSE
https://ecnpassword.sandia.gov/,Department of Energy,FALSE
https://ecofoci.noaa.gov/,Department of Commerce,TRUE
https://ecofr.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://ecol.tva.gov/ecolWeb/servlet/common.ConnectServlet,Tennessee Valley Authority,FALSE
https://ecolloq.gsfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://ecomments.epa.gov/,Environmental Protection Agency,FALSE
https://econnect.nhlbi.nih.gov/econnect/,Department of Health and Human Services,FALSE
https://economist.usajobs.gov/Search/Results?j=0110&s=relevance&sd=asc&p=1,Office of Personnel Management,TRUE
https://econsumer.gov/#crnt,Federal Trade Commission,FALSE
https://ecos-beta.fws.gov/,Department of the Interior,FALSE
https://ecos-training.fws.gov/,Department of the Interior,FALSE
https://ecos.fws.gov/,Department of the Interior,FALSE
https://ecostress.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://ecowatch.noaa.gov/,Department of Commerce,FALSE
https://ecps.nih.gov/,Department of Health and Human Services,TRUE
https://ecqi.healthit.gov/,Department of Health and Human Services,FALSE
https://ecquality.acf.hhs.gov/,Department of Health and Human Services,FALSE
https://ed.fnal.gov/,Department of Energy,FALSE
https://eda.data.commerce.gov/,Department of Commerce,FALSE
https://edap.epa.gov/internal_forms_authentication/?targetId=e6cb5dca-c7eb-4199-bef8-52d37f56428b,Environmental Protection Agency,FALSE
https://edcftp.cr.usgs.gov/,Department of the Interior,FALSE
https://eddataexpress.ed.gov/,Department of Education,TRUE
https://eddataexpress.stage.ed.gov/,Department of Education,TRUE
https://eddn.usgs.gov/,Department of the Interior,FALSE
https://edecs.fws.gov/,Department of the Interior,FALSE
https://edfacts.communities.ed.gov/#program,Department of Education,TRUE
https://edg.epa.gov/metadata/catalog/main/home.page,Environmental Protection Agency,TRUE
https://edgate13.eno.ecs.nasa.gov/dana-na/auth/url_default/welcome.cgi,National Aeronautics and Space Administration,FALSE
https://edgate32.eno.ecs.nasa.gov/dana-na/auth/url_default/welcome.cgi,National Aeronautics and Space Administration,FALSE
https://edges.nist.gov/,Department of Commerce,TRUE
https://edie-q.fdic.gov/,Federal Deposit Insurance Corporation,TRUE
https://edie.fdic.gov/,Federal Deposit Insurance Corporation,TRUE
https://edis.usitc.gov/external/,United States International Trade Commission,FALSE
https://editorials.voa.gov/,United States Agency for Global Media,FALSE
https://edits.nationalmap.gov/,Department of the Interior,FALSE
https://edoiu.doi.gov/login/index.php,Department of the Interior,FALSE
https://edpass.ed.gov/auth/login,Department of Education,TRUE
https://edrn.nci.nih.gov/,Department of Health and Human Services,FALSE
https://eds.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://edsitement.neh.gov/,National Endowment for the Humanities,TRUE
https://edstream.ed.gov/webcast/Catalog/catalogs/default.aspx,Department of Education,FALSE
https://edtservice.cdan.dot.gov/,Department of Transportation,FALSE
https://education.blogs.archives.gov/,National Archives and Records Administration,TRUE
https://education.lbl.gov/,Department of Energy,FALSE
https://education.ornl.gov/,Department of Energy,FALSE
https://educationusa.state.gov/,Department of State,TRUE
https://eebacs.fhwa.dot.gov/index.php?token=0kthyhOAIwpSpExsMBrum%2FSSvSz7Rlj8wQUi8Q4QgiU%3D,Department of Transportation,FALSE
https://eebulk.cr.usgs.gov/,Department of the Interior,TRUE
https://eed.communities.ed.gov/#program,Department of Education,TRUE
https://eehpcwg.lbl.gov/,Department of Energy,FALSE
https://eeo.boulder.noaa.gov/,Department of Commerce,FALSE
https://eeo.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://eeo.oar.noaa.gov/,Department of Commerce,FALSE
https://eere-exchange.energy.gov/,Department of Energy,FALSE
https://eerelabplanning.ee.doe.gov/_layouts/15/fbacustomlogin/customlogin.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,Department of Energy,FALSE
https://eeremfareg.ee.doe.gov/,Department of Energy,FALSE
https://eereprojects.ee.doe.gov/_layouts/15/fbacustomlogin/customLogin.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,Department of Energy,FALSE
https://eersc.usgs.gov/,Department of the Interior,FALSE
https://eerscmap.usgs.gov/,Department of the Interior,FALSE
https://ees.lbl.gov/,Department of Energy,FALSE
https://eesa.lbl.gov/,Department of Energy,FALSE
https://eesamonitor.lbl.gov/,Department of Energy,FALSE
https://eesaproperty.lbl.gov/,Department of Energy,FALSE
https://eew-test1.wr.usgs.gov/,Department of the Interior,FALSE
https://ef.ic3.gov/,Department of Justice,TRUE
https://effectivehealthcare.ahrq.gov/,Department of Health and Human Services,TRUE
https://efile.aphis.usda.gov/s/,U.S. Department of Agriculture,FALSE
https://efile.dol.gov/,Department of Labor,TRUE
https://efile.flra.gov/representatives/sign_in,Federal Labor Relations Authority,FALSE
https://efilingportal.pbgc.gov/site/,Pension Benefit Guaranty Corporation,FALSE
https://efm.surveys.eeoc.gov/login.aspx?ReturnUrl=%2f,Equal Employment Opportunity Commission,FALSE
https://efoia-pal.sec.gov/,Securities and Exchange Commission,FALSE
https://efoia-pal.usda.gov/,U.S. Department of Agriculture,FALSE
https://efoia.bis.doc.gov/,Department of Commerce,FALSE
https://efoia.osc.gov/,U.S. Office of Special Counsel,FALSE
https://eforms.atf.gov/login;referrer=%2Fhome,Department of Justice,FALSE
https://eforms.state.gov/,Department of State,FALSE
https://eformspublic.ferc.gov/,Federal Energy Regulatory Commission,FALSE
https://efoservices.fec.gov/,Federal Election Commission,TRUE
https://efotg.nrcs.usda.gov/,U.S. Department of Agriculture,FALSE
https://efotg.sc.egov.usda.gov/#/,U.S. Department of Agriculture,FALSE
https://efr.fdic.gov/,Federal Deposit Insurance Corporation,FALSE
https://eft.ahrq.gov/EFTClient/Account/Login.htm,Department of Health and Human Services,FALSE
https://eft.feps.cms.gov/cfcc/login/login.jsp,Department of Health and Human Services,FALSE
https://eft.lm.doe.gov/Web/Account/Login.htm,Department of Energy,FALSE
https://eft1.feps.cms.gov/cfcc/login/login.jsp,Department of Health and Human Services,FALSE
https://efts.cjis.gov/,Department of Justice,FALSE
https://eftupdate.nrcs.usda.gov/,U.S. Department of Agriculture,FALSE
https://egos-demo.od.nih.gov/#login,Department of Health and Human Services,FALSE
https://egov.ice.gov/,Department of Homeland Security,FALSE
https://egov.ofm.state.gov/Home/Login?ReturnUrl=%2f,Department of State,FALSE
https://egov.uscis.gov/casestatus/landing.do,Department of Homeland Security,TRUE
https://egp.nwcg.gov/egp/default.aspx,U.S. Department of Agriculture,TRUE
https://egptest.nwcg.gov/egp/default.aspx,U.S. Department of Agriculture,TRUE
https://egrants.cns.gov/espan/main/login.jsp,Corporation for National & Community Service,TRUE
https://egrpra.ffiec.gov/,Federal Reserve Board of Governors,FALSE
https://egscbeowulf.er.usgs.gov/,Department of the Interior,FALSE
https://ehb8.gsfc.nasa.gov/ehb-app/home,National Aeronautics and Space Administration,FALSE
https://ehp.niehs.nih.gov/,Department of Health and Human Services,TRUE
https://ehpd.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://ehrincentives.cms.gov/hitech/login.action,Department of Health and Human Services,FALSE
https://ehs.lbl.gov/,Department of Energy,FALSE
https://ehss.energy.gov/,Department of Energy,FALSE
https://ei-spark.lbl.gov/,Department of Energy,FALSE
https://eiaeag.eia.gov/,Department of Energy,FALSE
https://eic2016.phy.anl.gov/,Department of Energy,FALSE
https://einvoicedr.esc.gov/,Department of Transportation,FALSE
https://eipp.cdc.gov/Account/Login,Department of Health and Human Services,FALSE
https://eirb.jsc.nasa.gov/EIRB/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[4E9439392D8EF04BB83423B71F93D313]],National Aeronautics and Space Administration,FALSE
https://eisavpn.cbp.gov/,Department of Homeland Security,FALSE
https://eistest.nwcg.gov/,U.S. Department of Agriculture,FALSE
https://eisuite-app.nwcg.gov/,U.S. Department of Agriculture,FALSE
https://ejcc.acl.gov/#gsc.tab=0,Department of Health and Human Services,TRUE
https://ejscreen.epa.gov/,Environmental Protection Agency,FALSE
https://elad.lbl.gov/,Department of Energy,FALSE
https://eld.fmcsa.dot.gov/,Department of Transportation,FALSE
https://eldercare.acl.gov/Public/Index.aspx,Department of Health and Human Services,TRUE
https://eldercare.gov/,Department of Health and Human Services,TRUE
https://elderjustice.acl.gov/#gsc.tab=0,Department of Health and Human Services,TRUE
https://elearner.pnnl.gov/,Department of Energy,FALSE
https://elearning.capnhq.gov/lms/_portal/user/v2/index.php?ca=admin&,Department of Defense,FALSE
https://elecidc12c.eia.doe.gov/,Department of Energy,FALSE
https://electricalsafety.lbl.gov/,Department of Energy,FALSE
https://electrochem.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://elements.lbl.gov/,Department of Energy,FALSE
https://elementsofmorphology.nih.gov/,Department of Health and Human Services,FALSE
https://elevation.nationalmap.gov/arcgis/rest/services,Department of the Interior,FALSE
https://elibrary.ferc.gov/eLibrary/,Federal Energy Regulatory Commission,FALSE
https://elibraryusa.state.gov/login,Department of State,FALSE
https://eligcert.ed.gov/,Department of Education,FALSE
https://eligibility.cert.sc.egov.usda.gov/eligibility/welcomeAction.do,U.S. Department of Agriculture,FALSE
https://eligibility.sc.egov.usda.gov/eligibility/welcomeAction.do,U.S. Department of Agriculture,FALSE
https://elist.ornl.gov/,Department of Energy,FALSE
https://elkmont.atdd.noaa.gov/,Department of Commerce,FALSE
https://elmo.portal-beta.cms.gov/portal/,Department of Health and Human Services,FALSE
https://elmo.portal.cms.gov/portal/,Department of Health and Human Services,TRUE
https://elmo.portaldev.cms.gov/portal/,Department of Health and Human Services,FALSE
https://elmo.portalval.cms.gov/portal/,Department of Health and Human Services,FALSE
https://elms-staging.faa.gov/,Department of Transportation,FALSE
https://elms.faa.gov/,Department of Transportation,FALSE
https://elra-ext.usps.gov/,United States Postal Service,FALSE
https://eltrombopagfa.ctss.nih.gov/,Department of Health and Human Services,FALSE
https://elvperf.ksc.nasa.gov/Pages/Default.aspx,National Aeronautics and Space Administration,TRUE
https://elwha.nsopw.gov/,Department of Justice,FALSE
https://elyshoshonetribe.nsopw.gov/,Department of Justice,FALSE
https://emac.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://emaps.ed.gov/suite/,Department of Education,TRUE
https://embargo.fhfa.gov/vpn/index.html,Federal Housing Finance Agency,FALSE
https://emblem.cancer.gov/,Department of Health and Human Services,FALSE
https://emc.ncep.noaa.gov/emc_new.php,Department of Commerce,FALSE
https://emcbc.doe.gov/,Department of Energy,FALSE
https://emdatasets.lbl.gov/,Department of Energy,FALSE
https://emenuapps.ita.doc.gov/,Department of Commerce,FALSE
https://emergency-origin.cdc.gov/,Department of Health and Human Services,TRUE
https://emergency.cdc.gov/,Department of Health and Human Services,TRUE
https://emergency.jpl.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://emissivity.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://emmaalvarezns2.ecfr.gov/,Government Publishing Office,TRUE
https://emop.fnal.gov/,Department of Energy,FALSE
https://emorris.fasbilling.gsa.gov/ords/f?p=179:1000,General Services Administration,FALSE
https://emorriscert.fasbilling.gsa.gov/ords/emor_apc/f?p=179:1000,General Services Administration,FALSE
https://emp.lbl.gov/,Department of Energy,FALSE
https://emportal.hhs.gov/_layouts/15/EMPortalCustomLogin/Login.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,Department of Health and Human Services,FALSE
https://ems.dc3on.gov/#!/auth/login,Department of Defense,FALSE
https://emsl-seek.pnnl.gov/,Department of Energy,FALSE
https://emtoolbox.nist.gov/Main/Main.asp,Department of Commerce,TRUE
https://encdirect.noaa.gov/,Department of Commerce,FALSE
https://encompass.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://encompass.ninds.nih.gov/,Department of Health and Human Services,FALSE
https://encromerr.epa.gov/,Environmental Protection Agency,TRUE
https://ends2.epa.gov/admin/default.aspx,Environmental Protection Agency,FALSE
https://energizedlearning.lbl.gov/,Department of Energy,FALSE
https://energy.lbl.gov/,Department of Energy,FALSE
https://energy.ornl.gov/,Department of Energy,FALSE
https://energy.sandia.gov/,Department of Energy,FALSE
https://energyanalysis.lbl.gov/,Department of Energy,FALSE
https://energycommunities.gov/,Department of Energy,FALSE
https://energyconversiongroup.lbl.gov/,Department of Energy,FALSE
https://energystorage.lbl.gov/,Department of Energy,FALSE
https://energystorage.pnnl.gov/,Department of Energy,FALSE
https://energytools.sc.egov.usda.gov/,U.S. Department of Agriculture,FALSE
https://enforcedata.dol.gov/homePage.php,Department of Labor,TRUE
https://enfxfr.dol.gov/,Department of Labor,FALSE
https://eng-hiring.18f.gov/,General Services Administration,TRUE
https://engage.dhs.gov/home,Department of Homeland Security,FALSE
https://engage.ncpc.gov/,National Capital Planning Commission,FALSE
https://engage.youth.gov/,Department of Health and Human Services,FALSE
https://engineering.18f.gov/,General Services Administration,TRUE
https://engineering.arm.gov/engr/task/index.php,Department of Energy,FALSE
https://engineering.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://engstandards.lanl.gov/,Department of Energy,FALSE
https://enhancer.lbl.gov/,Department of Energy,FALSE
https://enoad.nvmc.uscg.gov/,Department of Homeland Security,FALSE
https://enose.jpl.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://enroll.recruiting.cbp.gov/s/,Department of Homeland Security,TRUE
https://ens.neh.gov/Account/Login?ReturnUrl=%2f,National Endowment for the Humanities,FALSE
https://enservices.epa.gov/login.aspx,Environmental Protection Agency,FALSE
https://enso.larc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://entp.hud.gov/,Department of Housing and Urban Development,FALSE
https://entplm.hud.gov/,Department of Housing and Urban Development,FALSE
https://entptest.hud.gov/,Department of Housing and Urban Development,FALSE
https://enviro.epa.gov/,Environmental Protection Agency,TRUE
https://enviroatlas.epa.gov/,Environmental Protection Agency,FALSE
https://environment.arc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://environmental.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://environmentaljustice.gov/,Executive Office of the President,FALSE
https://environmentaltest.gsfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://eods.ibc.doi.gov/EODS/,Department of the Interior,FALSE
https://eodstrn.ibc.doi.gov/EODS/,Department of the Interior,FALSE
https://eoffer-test2.fas.gsa.gov/,General Services Administration,TRUE
https://eoffer.gsa.gov/,General Services Administration,TRUE
https://eog-tmng.uspto.gov/#issues=2023-06-06&pubReason=OPPOSITION&limit=20&orderBy=SERIAL_NR&view=review&subview=tile,Department of Commerce,TRUE
https://eoimages2.gsfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://eol.jsc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://eoltest.exim.gov/,Export/Import Bank of the U.S.,FALSE
https://eonet.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://eopf.usps.gov/,United States Postal Service,FALSE
https://eospso.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://eospso.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://eosweb.larc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://ep.msc.fema.gov/adfs/ls?wa=wsignin1.0&wtrealm=urn%3asharepoint%3armd&wctx=https%3a%2f%2frmd.msc.fema.gov%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F,Department of Homeland Security,FALSE
https://epa-bdcc.ornl.gov/,Department of Energy,TRUE
https://epa-bprg.ornl.gov/,Department of Energy,TRUE
https://epa-dccs.ornl.gov/,Department of Energy,TRUE
https://epa-heast.ornl.gov/,Department of Energy,FALSE
https://epa-prgs.ornl.gov/,Department of Energy,FALSE
https://epa-sdcc.ornl.gov/,Department of Energy,TRUE
https://epa-sprg.ornl.gov/,Department of Energy,TRUE
https://epa.usajobs.gov/Search/Results?a=EP00&p=1,Office of Personnel Management,TRUE
https://epact.energy.gov/,Department of Energy,TRUE
https://epact2.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://epamap13.epa.gov/,Environmental Protection Agency,FALSE
https://epamap17.epa.gov/,Environmental Protection Agency,FALSE
https://epamap32.epa.gov/,Environmental Protection Agency,TRUE
https://epamap33.epa.gov/wq-srs/,Environmental Protection Agency,TRUE
https://epas.uspto.gov/,Department of Commerce,TRUE
https://epay.fas.gsa.gov/epay/epay/,General Services Administration,TRUE
https://epayb.fas.gsa.gov/epay/epay/,General Services Administration,TRUE
https://epc-src.ahrq.gov/,Department of Health and Human Services,FALSE
https://epdstest.edc.usda.gov/login,U.S. Department of Agriculture,FALSE
https://epe.pnnl.gov/,Department of Energy,FALSE
https://epf-cat.usps.gov/,United States Postal Service,FALSE
https://epf.usps.gov/,United States Postal Service,FALSE
https://epfup-cat.usps.gov/,United States Postal Service,FALSE
https://epfup.usps.gov/,United States Postal Service,FALSE
